Publication Year,Comic-book Title,# of Issues,Price,Publisher,Est. Units
2010,Batman Beyond,3,$2.99 ,DC,"33,900"
2010,Invaders Now,1,$3.99 ,Marvel,"33,900"
2010,Bruce Wayne The Road Home Outsiders,1,$2.99 ,DC,"33,900"
2010,Batman Widening Gyre,6,$4.99 ,DC,"33,900"
2010,Shield,3,$2.99 ,Marvel,"33,900"
2010,X-Men Hellbound,3,$3.99 ,Marvel,"33,800"
2010,Superman Batman,69,$2.99 ,DC,"33,800"
2010,Ultimate Comics Spider-Man,151,$3.99 ,Marvel,"33,800"
2010,Nation X,2,$3.99 ,Marvel,"33,700"
2010,X-Men Hellbound,2,$3.99 ,Marvel,"33,700"
2010,Wolverine Road To Hell,1,$3.99 ,Marvel,"33,700"
2010,Justice League Generation Lost,13,$2.99 ,DC,"33,600"
2010,Fall of Hulks Savage She-Hulks,1,$3.99 ,Marvel,"33,600"
2010,Green Arrow,31,$2.99 ,DC,"33,500"
2010,Detective Comics Annual,12,$4.99 ,DC,"33,500"
2010,Titans,24,$2.99 ,DC,"33,500"
2010,Action Comics,895,$3.99 ,DC,"33,400"
2010,JSA All Stars,2,$3.99 ,DC,"33,400"
2010,Joe The Barbarian,1,$1.00 ,DC,"33,300"
2010,True Blood,4,$3.99 ,IDW,"33,300"
2010,Thanos Imperative Ignition,1,$3.99 ,Marvel,"33,200"
2010,Justice League Generation Lost,14,$2.99 ,DC,"33,200"
2010,Captain America Who Wont Wield Shield,1,$3.99 ,Marvel,"33,200"
2010,Steve Rogers Super-Soldier,4,$3.99 ,Marvel,"33,200"
2010,Astonishing X-Men Xenogenesis,4,$3.99 ,Marvel,"33,100"
2010,Superman World of New Krypton,11,$2.99 ,DC,"33,100"
2010,Black Panther Man Without Fear,513,$2.99 ,Marvel,"33,100"
2010,Deadpool Team-Up,897,$2.99 ,Marvel,"33,100"
2010,Birds of Prey,7,$2.99 ,DC,"33,100"
2010,Justice Society of America Annual,2,$4.99 ,DC,"33,100"
2010,Superman Batman,70,$2.99 ,DC,"33,000"
2010,Titans,26,$2.99 ,DC,"33,000"
2010,Superman World of New Krypton,12,$2.99 ,DC,"33,000"
2010,Daken Dark Wolverine,3,$2.99 ,Marvel,"32,900"
2010,Carnage,2,$3.99 ,Marvel,"32,800"
2010,Superman Batman,77,$2.99 ,DC,"32,800"
2010,Legion of Super Heroes,5,$3.99 ,DC,"32,800"
2010,Superman Batman,72,$2.99 ,DC,"32,700"
2010,Superman Batman,76,$2.99 ,DC,"32,700"
2010,Incredible Hulks,619,$3.99 ,Marvel,"32,700"
2010,X-Men Curse of Mutants Storm & Gambit,1,$3.99 ,Marvel,"32,700"
2010,Superman,697,$2.99 ,DC,"32,600"
2010,American Vampire,2,$3.99 ,DC,"32,600"
2010,Thunderbolts,148 SL,$2.99 ,Marvel,"32,600"
2010,Justice League The Rise of Arsenal,3,$3.99 ,DC,"32,500"
2010,Thanos Imperative,3,$3.99 ,Marvel,"32,500"
2010,Prelude To Deadpool Corps,2,$2.99 ,Marvel,"32,500"
2010,Thor For Asgard,1,$3.99 ,Marvel,"32,500"
2010,Shield,4,$2.99 ,Marvel,"32,500"
2010,Superman,696,$2.99 ,DC,"32,400"
2010,Action Comics,896,$3.99 ,DC,"32,400"
2010,X-Factor,207,$2.99 ,Marvel,"32,400"
2010,Wolverine Weapon X,9,$3.99 ,Marvel,"32,200"
2010,Batman Beyond,4,$2.99 ,DC,"32,200"
2010,New Mutants,16,$2.99 ,Marvel,"32,100"
2010,Titans Villains For Hire Special,1,$4.99 ,DC,"32,100"
2010,Ultimate Comics Thor,2,$3.99 ,Marvel,"32,100"
2010,Red Robin,17,$2.99 ,DC,"32,100"
2010,Thunderbolts,150,$4.99 ,Marvel,"32,100"
2010,Superior,3,$2.99 ,Marvel,"32,000"
2010,Thunderbolts,146,$2.99 ,Marvel,"32,000"
2010,Kevin Smith Green Hornet,3,$3.99 ,Dynamite,"31,900"
2010,Justice League Generation Lost,15,$2.99 ,DC,"31,900"
2010,Superman Batman,71,$2.99 ,DC,"31,900"
2010,Batgirl,8,$2.99 ,DC,"31,800"
2010,Marvels Project,5,$3.99 ,Marvel,"31,800"
2010,Superman Batman,73,$2.99 ,DC,"31,800"
2010,X-23,3,$2.99 ,Marvel,"31,800"
2010,New Mutants,17,$2.99 ,Marvel,"31,800"
2010,Superboy,2,$2.99 ,DC,"31,800"
2010,Marvels Project,8,$3.99 ,Marvel,"31,800"
2010,X-Factor,202,$2.99 ,Marvel,"31,800"
2010,Titans,25,$2.99 ,DC,"31,700"
2010,Superman Batman,78,$2.99 ,DC,"31,700"
2010,New Mutants,10,$2.99 ,Marvel,"31,700"
2010,Deadpool,29,$2.99 ,Marvel,"31,600"
2010,Secret Warriors,13,$2.99 ,Marvel,"31,600"
2010,X-Men Origins Deadpool,1,$3.99 ,Marvel,"31,600"
2010,Batman Odyssey,5,$3.99 ,DC,"31,600"
2010,Justice Society of America,46,$2.99 ,DC,"31,500"
2010,Batgirl,6,$2.99 ,DC,"31,500"
2010,Prelude To Deadpool Corps,3,$2.99 ,Marvel,"31,500"
2010,Chaos War,2,$3.99 ,Marvel,"31,500"
2010,Deadpool Merc With A Mouth,11,$2.99 ,Marvel,"31,400"
2010,Vampirella,1,$3.99 ,Dynamite,"31,300"
2010,Avengers Academy,4,$2.99 ,Marvel,"31,300"
2010,Avengers Academy,5,$2.99 ,Marvel,"31,300"
2010,Nation X,3,$3.99 ,Marvel,"31,300"
2010,Thunderbolts,147,$2.99 ,Marvel,"31,200"
2010,Superman Batman,74,$2.99 ,DC,"31,200"
2010,Justice League The Rise of Arsenal,4,$3.99 ,DC,"31,100"
2010,Justice League Generation Lost,16,$2.99 ,DC,"31,100"
2010,Adventure Comics,516,$3.99 ,DC,"31,100"
2010,Doomwar,2,$3.99 ,Marvel,"31,000"
2010,Action Comics,885,$3.99 ,DC,"31,000"
2010,Zatanna,2,$2.99 ,DC,"31,000"
2010,Supergirl,51,$2.99 ,DC,"30,900"
2010,Thunderbolts,149,$2.99 ,Marvel,"30,900"
2010,Red Robin,18,$2.99 ,DC,"30,900"
2010,Deadpool Merc With A Mouth,12,$2.99 ,Marvel,"30,800"
2010,Prelude To Deadpool Corps,4,$2.99 ,Marvel,"30,800"
2010,Daken Dark Wolverine,4,$2.99 ,Marvel,"30,800"
2010,Marvels Project,6,$3.99 ,Marvel,"30,700"
2010,Batgirl,7,$2.99 ,DC,"30,700"
2010,Hawkeye & Mockingbird,1,$3.99 ,Marvel,"30,700"
2010,Superman Batman,79,$2.99 ,DC,"30,600"
2010,Deadpool,30,$2.99 ,Marvel,"30,600"
2010,Deadpool Team-Up,896,$2.99 ,Marvel,"30,600"
2010,Batman Beyond,5,$2.99 ,DC,"30,500"
2010,Ultimate Comics Enemy,2,$3.99 ,Marvel,"30,500"
2010,Wolverine Weapon X,13,$3.99 ,Marvel,"30,500"
2010,Jokers Asylum Harley Quinn,1,$2.99 ,DC,"30,400"
2010,X-Factor,201,$2.99 ,Marvel,"30,400"
2010,X-Factor,208,$2.99 ,Marvel,"30,400"
2010,DC Universe Legacies,2,$3.99 ,DC,"30,400"
2010,Heroes For Hire,1,$3.99 ,Marvel,"30,400"
2010,Wolverine Weapon X,14,$3.99 ,Marvel,"30,400"
2010,Secret Warriors,12,$2.99 ,Marvel,"30,400"
2010,Cable,24,$3.99 ,Marvel,"30,300"
2010,Supergirl,52,$2.99 ,DC,"30,300"
2010,Batgirl,9,$2.99 ,DC,"30,300"
2010,Wolverine Weapon X,10,$3.99 ,Marvel,"30,300"
2010,New Mutants,9,$2.99 ,Marvel,"30,300"
2010,Wolverine Weapon X,12,$3.99 ,Marvel,"30,200"
2010,Thanos Imperative,4,$3.99 ,Marvel,"30,100"
2010,Action Comics,886,$3.99 ,DC,"30,100"
2010,Image Firsts Walking Dead,1,$1.00 ,Image,"30,100"
2010,Action Comics,888,$3.99 ,DC,"30,100"
2010,JSA All Stars,3,$3.99 ,DC,"30,100"
2010,Action Comics,889,$3.99 ,DC,"30,000"
2010,Secret Warriors,15,$2.99 ,Marvel,"30,000"
2010,Wolverine Weapon X,11,$3.99 ,Marvel,"30,000"
2010,Thanos Imperative,5,$3.99 ,Marvel,"30,000"
2010,Action Comics,887,$3.99 ,DC,"30,000"
2010,Wolverine Weapon X,15,$3.99 ,Marvel,"29,900"
2010,Secret Warriors,16,$2.99 ,Marvel,"29,900"
2010,First Wave,2,$3.99 ,DC,"29,900"
2010,Nation X X-Factor,0,$3.99 ,Marvel,"29,800"
2010,X-23,4,$2.99 ,Marvel,"29,800"
2010,Astonishing Spider-Man Wolverine,3,$3.99 ,Marvel,"29,800"
2010,X-Factor,209,$2.99 ,Marvel,"29,700"
2010,Legion of Super Heroes,6,$3.99 ,DC,"29,700"
2010,Iron Man Legacy,2,$2.99 ,Marvel,"29,700"
2010,Walking Dead,79,$2.99 ,Image,"29,600"
2010,Wolverine Weapon X,16,$3.99 ,Marvel,"29,600"
2010,Prelude To Deadpool Corps,5,$2.99 ,Marvel,"29,600"
2010,Deadpool Team-Up,894,$2.99 ,Marvel,"29,600"
2010,Green Arrow,32,$2.99 ,DC,"29,600"
2010,Astonishing Thor,1,$3.99 ,Marvel,"29,500"
2010,Nation X,4,$3.99 ,Marvel,"29,500"
2010,X-Factor,203,$2.99 ,Marvel,"29,500"
2010,Thanos Imperative,6,$3.99 ,Marvel,"29,400"
2010,Deadpool Wade Wilsons War,1,$3.99 ,Marvel,"29,400"
2010,Batgirl,10,$2.99 ,DC,"29,400"
2010,Cable,23,$2.99 ,Marvel,"29,200"
2010,American Vampire,3,$3.99 ,DC,"29,200"
2010,Deadpoolmax,1,$3.99 ,Marvel,"29,200"
2010,Secret Warriors,14,$2.99 ,Marvel,"29,200"
2010,Deadpool Team-Up,895,$2.99 ,Marvel,"29,100"
2010,Deadpool Merc With A Mouth,13,$3.99 ,Marvel,"29,100"
2010,Ultimate Comics Enemy,3,$3.99 ,Marvel,"29,100"
2010,Thunderbolts,140,$2.99 ,Marvel,"29,100"
2010,X-Women,1,$4.99 ,Marvel,"29,100"
2010,Adventure Comics,517,$3.99 ,DC,"29,000"
2010,X-Men Curse of Mutants Blade,1,$3.99 ,Marvel,"29,000"
2010,Scarlet,2,$3.95 ,Marvel,"29,000"
2010,Thor For Asgard,2,$3.99 ,Marvel,"28,900"
2010,JSA All Stars,4,$3.99 ,DC,"28,900"
2010,Batgirl,11,$2.99 ,DC,"28,900"
2010,Gotham City Sirens,8,$2.99 ,DC,"28,900"
2010,Teen Titans,88,$3.99 ,DC,"28,900"
2010,Batman Beyond,6,$2.99 ,DC,"28,900"
2010,Titans,27,$2.99 ,DC,"28,800"
2010,Deadpool Corps,2,$2.99 ,Marvel,"28,800"
2010,Chaos War,3,$3.99 ,Marvel,"28,800"
2010,Shadowland Bullseye,1,$3.99 ,Marvel,"28,800"
2010,Zatanna,3,$2.99 ,DC,"28,700"
2010,Doomwar,4,$3.99 ,Marvel,"28,700"
2010,Gotham City Sirens,9,$2.99 ,DC,"28,700"
2010,Marvels Project,7,$3.99 ,Marvel,"28,600"
2010,Doomwar,3,$3.99 ,Marvel,"28,600"
2010,Walking Dead,78,$2.99 ,Image,"28,500"
2010,Cable,22,$2.99 ,Marvel,"28,500"
2010,Fall of Hulks Savage She-Hulks,3,$3.99 ,Marvel,"28,500"
2010,Batgirl,12,$2.99 ,DC,"28,500"
2010,Supergirl,53,$2.99 ,DC,"28,500"
2010,Fantastic Four Annual,32,$4.99 ,Marvel,"28,500"
2010,Batman Streets of Gotham,8,$3.99 ,DC,"28,400"
2010,Supergirl,49,$2.99 ,DC,"28,300"
2010,Time Masters Vanishing Point,2,$3.99 ,DC,"28,300"
2010,Spider-Woman,5,$2.99 ,Marvel,"28,300"
2010,Secret Warriors,17,$2.99 ,Marvel,"28,300"
2010,Teen Titans,79,$3.99 ,DC,"28,200"
2010,Ultimate Comics Enemy,4,$3.99 ,Marvel,"28,200"
2010,Justice Society of America Special,1,$4.99 ,DC,"28,200"
2010,Ultimate Comics Thor,3,$3.99 ,Marvel,"28,100"
2010,Ultimate Comics Armor Wars,4,$3.99 ,Marvel,"28,100"
2010,X-Men Hope,1,$2.99 ,Marvel,"28,000"
2010,Dark Tower Battle of Jericho Hill,3,$3.99 ,Marvel,"28,000"
2010,X-23,1,$3.99 ,Marvel,"28,000"
2010,Thunderbolts,151,$2.99 ,Marvel,"27,900"
2010,Red Hood Lost Days,2,$2.99 ,DC,"27,900"
2010,Haunt,4,$2.99 ,Image,"27,900"
2010,Kevin Smith Green Hornet,4,$3.99 ,Dynamite,"27,800"
2010,X-Factor,210,$2.99 ,Marvel,"27,800"
2010,Avengers Academy,7,$2.99 ,Marvel,"27,800"
2010,Marvel Zombies 5,1,$3.99 ,Marvel,"27,800"
2010,Marvel Universe Vs Punisher,1,$3.99 ,Marvel,"27,800"
2010,Gotham City Sirens,10,$2.99 ,DC,"27,700"
2010,DC Universe Legacies,3,$3.99 ,DC,"27,700"
2010,Fall of Hulks Savage She-Hulks,2,$3.99 ,Marvel,"27,700"
2010,Teen Titans,89,$2.99 ,DC,"27,700"
2010,X-Men Curse of Mutants Smoke and Blood,1,$3.99 ,Marvel,"27,700"
2010,Titans,28,$2.99 ,DC,"27,600"
2010,Batgirl,13,$2.99 ,DC,"27,500"
2010,Zatanna,4,$2.99 ,DC,"27,500"
2010,Ultimate Comics Doom,1,$3.99 ,Marvel,"27,500"
2010,Walking Dead,77,$2.99 ,Image,"27,500"
2010,Secret Warriors,18,$2.99 ,Marvel,"27,500"
2010,Image United,3,$3.99 ,Image,"27,400"
2010,Marvel Zombies 5,2,$3.99 ,Marvel,"27,400"
2010,Batgirl,14,$2.99 ,DC,"27,400"
2010,Dark Tower Battle of Jericho Hill,4,$3.99 ,Marvel,"27,400"
2010,Avengers Academy,6,$2.99 ,Marvel,"27,300"
2010,Batman Streets of Gotham,9,$3.99 ,DC,"27,300"
2010,American Vampire,4,$3.99 ,DC,"27,300"
2010,Deadpool Wade Wilsons War,2,$3.99 ,Marvel,"27,300"
2010,Shield,5,$2.99 ,Marvel,"27,200"
2010,New Mutants,18,$2.99 ,Marvel,"27,200"
2010,Secret Warriors,19,$2.99 ,Marvel,"27,200"
2010,Adventure Comics,518,$3.99 ,DC,"27,200"
2010,World War Hulks Wolverine Vs Captain America,1,$3.99 ,Marvel,"27,200"
2010,Dark Tower Gunslinger Journey Begins,1,$3.99 ,Marvel,"27,200"
2010,Deadpool Team-Up,893,$2.99 ,Marvel,"27,200"
2010,Supergirl,54,$2.99 ,DC,"27,100"
2010,World War Hulks Spider-Man Vs Thor,1,$3.99 ,Marvel,"27,100"
2010,Batman Streets of Gotham,10,$3.99 ,DC,"27,100"
2010,Gotham City Sirens,11,$2.99 ,DC,"27,100"
2010,Teen Titans,80,$3.99 ,DC,"27,100"
2010,Action Comics Annual,13,$4.99 ,DC,"27,000"
2010,Ultimate Comics Mystery,2,$3.99 ,Marvel,"27,000"
2010,JSA All Stars,5,$3.99 ,DC,"26,900"
2010,Walking Dead,76,$2.99 ,Image,"26,800"
2010,X-Factor,211,$2.99 ,Marvel,"26,800"
2010,Batman Streets of Gotham,11,$3.99 ,DC,"26,800"
2010,Gotham City Sirens,12,$2.99 ,DC,"26,700"
2010,Wonder Woman,41,$2.99 ,DC,"26,700"
2010,Spider-Woman,6,$2.99 ,Marvel,"26,700"
2010,Legion of Super Heroes,7,$3.99 ,DC,"26,600"
2010,Siege Storming Asgard Heroes and Villains,0,$3.99 ,Marvel,"26,600"
2010,Wonder Woman,42,$2.99 ,DC,"26,500"
2010,X-Factor,212,$2.99 ,Marvel,"26,400"
2010,Shadowland After Fall,1,$3.99 ,Marvel,"26,400"
2010,DC Universe Legacies,5,$3.99 ,DC,"26,400"
2010,Teen Titans,81,$3.99 ,DC,"26,400"
2010,Dark Tower Battle of Jericho Hill,5,$3.99 ,Marvel,"26,400"
2010,True Blood,5,$3.99 ,IDW,"26,400"
2010,DC Universe Legacies,4,$3.99 ,DC,"26,300"
2010,Wonder Woman,43,$2.99 ,DC,"26,300"
2010,Chaos War,4,$3.99 ,Marvel,"26,300"
2010,Deadpool Corps,3,$2.99 ,Marvel,"26,200"
2010,Secret Warriors,20,$2.99 ,Marvel,"26,200"
2010,Supergirl,55,$2.99 ,DC,"26,200"
2010,Wonder Woman,44,$2.99 ,DC,"26,200"
2010,Archie,605,$2.50 ,Archie,"26,200"
2010,X-Men Curse of Mutants X-Men Vs Vampires,1,$3.99 ,Marvel,"26,100"
2010,Ms Marvel,50,$3.99 ,Marvel,"26,100"
2010,Doomwar,5,$3.99 ,Marvel,"26,100"
2010,Batman Streets of Gotham,12,$3.99 ,DC,"26,000"
2010,Teen Titans,90,$2.99 ,DC,"26,000"
2010,Batgirl,15,$2.99 ,DC,"26,000"
2010,Walking Dead,72,$2.99 ,Image,"26,000"
2010,Walking Dead,71,$2.99 ,Image,"25,900"
2010,Wonder Woman,40,$2.99 ,DC,"25,900"
2010,Franken-Castle,19,$2.99 ,Marvel,"25,900"
2010,Astonishing Spider-Man Wolverine,4,$3.99 ,Marvel,"25,900"
2010,American Vampire,5,$3.99 ,DC,"25,900"
2010,Gotham City Sirens,13,$2.99 ,DC,"25,800"
2010,Spider-Woman,7,$3.99 ,Marvel,"25,800"
2010,JSA All Stars,6,$3.99 ,DC,"25,700"
2010,Zatanna,5,$2.99 ,DC,"25,600"
2010,New Mutants,19,$2.99 ,Marvel,"25,600"
2010,Walking Dead,73,$2.99 ,Image,"25,600"
2010,World War Hulks Wolverine Vs Captain America,2,$3.99 ,Marvel,"25,600"
2010,Supergirl,58,$2.99 ,DC,"25,600"
2010,Teen Titans,82,$3.99 ,DC,"25,600"
2010,Age of Heroes,2,$3.99 ,Marvel,"25,600"
2010,Batman Streets of Gotham,13,$3.99 ,DC,"25,600"
2010,World War Hulks Spider-Man Vs Thor,2,$3.99 ,Marvel,"25,600"
2010,Walking Dead,74,$2.99 ,Image,"25,500"
2010,Jokers Asylum The Riddler,1,$2.99 ,DC,"25,500"
2010,Hulk Let Battle Begin,1,$3.99 ,Marvel,"25,400"
2010,Doc Savage,1,$3.99 ,DC,"25,400"
2010,Thor Rage of Thor,1,$3.99 ,Marvel,"25,300"
2010,Ultimate Comics Mystery,3,$3.99 ,Marvel,"25,300"
2010,Batman Streets of Gotham,14,$3.99 ,DC,"25,300"
2010,Teen Titans,86,$3.99 ,DC,"25,300"
2010,Time Masters Vanishing Point,3,$3.99 ,DC,"25,300"
2010,Batgirl,16,$2.99 ,DC,"25,200"
2010,Titans,21,$2.99 ,DC,"25,200"
2010,Amazing Spider-Man Presents Black Cat,1,$3.99 ,Marvel,"25,200"
2010,Lady Deadpool,1,$3.99 ,Marvel,"25,100"
2010,Doctor Solar Man of Atom,1,$3.50 ,Dark Horse,"25,100"
2010,Legion of Super Heroes,8,$3.99 ,DC,"25,100"
2010,Incredible Hercules,141,$3.99 ,Marvel,"25,100"
2010,Teen Titans,83,$3.99 ,DC,"25,100"
2010,Guardians of Galaxy,25,$2.99 ,Marvel,"25,100"
2010,Supergirl,56,$2.99 ,DC,"25,000"
2010,Secret Warriors,21,$2.99 ,Marvel,"25,000"
2010,Gotham City Sirens,14,$2.99 ,DC,"25,000"
2010,Superman The Last Family of Krypton,1,$4.99 ,DC,"25,000"
2010,Web of Spider-Man,4,$3.99 ,Marvel,"25,000"
2010,Red Hood Lost Days,3,$2.99 ,DC,"25,000"
2010,Web of Spider-Man,5,$3.99 ,Marvel,"25,000"
2010,Scarlet,3,$3.95 ,Marvel,"25,000"
2010,Teen Titans,84,$3.99 ,DC,"24,900"
2010,First Wave,3,$3.99 ,DC,"24,900"
2010,Avengers Origin,1,$3.99 ,Marvel,"24,900"
2010,Titans,23,$2.99 ,DC,"24,800"
2010,Walking Dead,70,$2.99 ,Image,"24,800"
2010,Dungeons and Dragons,0,$1.00 ,IDW,"24,800"
2010,Marvel Universe Vs Punisher,2,$3.99 ,Marvel,"24,800"
2010,Doomwar,6,$3.99 ,Marvel,"24,800"
2010,Deadpool Corps,4,$2.99 ,Marvel,"24,700"
2010,Titans,22,$2.99 ,DC,"24,700"
2010,Adventure Comics,519,$3.99 ,DC,"24,700"
2010,Shadowland Spider-Man,1 SL,$3.99 ,Marvel,"24,700"
2010,Avengers & Infinity Gauntlet,1,$2.99 ,Marvel,"24,700"
2010,Jokers Asylum Mad Hatter,1,$2.99 ,DC,"24,700"
2010,Adventure Comics,520,$3.99 ,DC,"24,600"
2010,JSA All Stars,7,$3.99 ,DC,"24,600"
2010,Batman 80 Page Giant 2010,1,$5.99 ,DC,"24,600"
2010,Namor First Mutant,2,$2.99 ,Marvel,"24,600"
2010,Shadowland Elektra,1,$3.99 ,Marvel,"24,600"
2010,Red Hood Lost Days,4,$2.99 ,DC,"24,500"
2010,DC Universe Legacies,6,$3.99 ,DC,"24,500"
2010,New Mutants,20,$2.99 ,Marvel,"24,500"
2010,Teen Titans,85,$3.99 ,DC,"24,400"
2010,Kevin Smith Green Hornet,5,$3.99 ,Dynamite,"24,400"
2010,Dark Reign Hawkeye,5,$3.99 ,Marvel,"24,400"
2010,Dark Tower Gunslinger Journey Begins,2,$3.99 ,Marvel,"24,300"
2010,Walking Dead,69,$2.99 ,Image,"24,300"
2010,Secret Warriors,22,$2.99 ,Marvel,"24,300"
2010,Shadowland Moon Knight,1,$3.99 ,Marvel,"24,300"
2010,Franken-Castle,20,$2.99 ,Marvel,"24,300"
2010,Titans,29,$2.99 ,DC,"24,200"
2010,Spider-Girl,1,$3.99 ,Marvel,"24,200"
2010,Punisher,13,$2.99 ,Marvel,"24,200"
2010,Realm of Kings Son of Hulk,1,$3.99 ,Marvel,"24,200"
2010,Gotham City Sirens,15,$2.99 ,DC,"24,100"
2010,Batman Streets of Gotham,16,$3.99 ,DC,"24,000"
2010,Black Widow,2,$2.99 ,Marvel,"23,900"
2010,Incredible Hercules,140,$3.99 ,Marvel,"23,800"
2010,Deadpool Team-Up,892,$2.99 ,Marvel,"23,800"
2010,Marvel Zombies 5,3,$3.99 ,Marvel,"23,800"
2010,Adventure Comics,521,$3.99 ,DC,"23,800"
2010,Punisher,14,$2.99 ,Marvel,"23,800"
2010,Batman Streets of Gotham,15,$3.99 ,DC,"23,700"
2010,Thor For Asgard,3,$3.99 ,Marvel,"23,700"
2011,Justice League,1,$3.99 ,DC,"230,100"
2011,Batman,1,$2.99 ,DC,"218,000"
2011,Action Comics,1,$3.99 ,DC,"204,000"
2011,Justice League,2,$3.99 ,DC,"186,000"
2011,Batman,2,$2.99 ,DC,"179,600"
2011,Ultimate Comics Spider-Man,160,$3.99 ,Marvel,"172,700"
2011,Green Lantern,1,$2.99 ,DC,"172,300"
2011,Justice League,3,$3.99 ,DC,"160,800"
2011,Action Comics,2,$3.99 ,DC,"156,400"
2011,Detective Comics,1,$2.99 ,DC,"154,400"
2011,Batman,3,$2.99 ,DC,"153,300"
2011,Flash,1,$2.99 ,DC,"149,100"
2011,Fantastic Four,587,$3.99 ,Marvel,"146,100"
2011,Fear Itself,1,$3.99 ,Marvel,"146,000"
2011,Superman,1,$2.99 ,DC,"144,400"
2011,Green Lantern,2,$2.99 ,DC,"144,200"
2011,Justice League,4,$3.99 ,DC,"142,200"
2011,Amazing Spider-Man,666,$3.99 ,Marvel,"139,500"
2011,Action Comics,3,$3.99 ,DC,"135,500"
2011,Batman,4,$2.99 ,DC,"133,800"
2011,Ultimate Comics Fallout,4,$3.99 ,Marvel,"130,700"
2011,Batman The Dark Knight,1,$2.99 ,DC,"128,100"
2011,FF,1,$3.99 ,Marvel,"126,100"
2011,Green Lantern,3,$2.99 ,DC,"123,300"
2011,Detective Comics,2,$2.99 ,DC,"121,000"
2011,Batman and Robin,1,$2.99 ,DC,"117,700"
2011,Flash,2,$2.99 ,DC,"116,400"
2011,Point One,1,$5.99 ,Marvel,"115,600"
2011,Avenging Spider-Man,1,$3.99 ,Marvel,"113,200"
2011,Action Comics,4,$3.99 ,DC,"112,800"
2011,Incredible Hulk,1,$3.99 ,Marvel,"112,700"
2011,Uncanny X-Men,1,$3.99 ,Marvel,"112,300"
2011,Flashpoint,5,$3.99 ,DC,"109,900"
2011,Fear Itself,2,$3.99 ,Marvel,"108,800"
2011,Batgirl,1,$2.99 ,DC,"108,400"
2011,Aquaman,1,$2.99 ,DC,"107,700"
2011,Green Lantern,4,$2.99 ,DC,"104,200"
2011,Captain America,1,$3.99 ,Marvel,"104,000"
2011,Fear Itself,3,$3.99 ,Marvel,"103,700"
2011,Wolverine and X-Men,1,$3.99 ,Marvel,"103,600"
2011,Detective Comics,3*,$2.99 ,DC,"101,300"
2011,Flashpoint,1,$3.99 ,DC,"100,200"
2011,Fear Itself,4,$3.99 ,Marvel,"98,800"
2011,Wonder Woman,1,$2.99 ,DC,"98,300"
2011,Ultimate Comics Spider-Man,1,$3.99 ,Marvel,"98,100"
2011,Green Lantern New Guardians,1,$2.99 ,DC,"97,500"
2011,Fear Itself,7,$4.99 ,Marvel,"96,700"
2011,Batman The Dark Knight,2,$2.99 ,DC,"96,600"
2011,Fear Itself,6,$3.99 ,Marvel,"95,900"
2011,Superman,2,$2.99 ,DC,"95,800"
2011,Fear Itself,5,$3.99 ,Marvel,"94,800"
2011,Avengers X-Sanction,1,$3.99 ,Marvel,"93,400"
2011,Flashpoint,2,$3.99 ,DC,"93,300"
2011,Flash,3,$2.99 ,DC,"91,300"
2011,Green Lantern Corps,1,$2.99 ,DC,"91,300"
2011,Batman and Robin,2,$2.99 ,DC,"91,200"
2011,Teen Titans,1,$2.99 ,DC,"91,000"
2011,Nightwing,1,$2.99 ,DC,"90,400"
2011,Mighty Thor,1,$3.99 ,Marvel,"90,000"
2011,Detective Comics,4*,$2.99 ,DC,"89,400"
2011,Batwoman,1,$2.99 ,DC,"89,300"
2011,Flashpoint,3,$3.99 ,DC,"88,700"
2011,Flashpoint,4,$3.99 ,DC,"87,900"
2011,Red Lanterns,1,$2.99 ,DC,"87,300"
2011,Defenders,1,$3.99 ,Marvel,"86,000"
2011,Wolverine and X-Men,2,$3.99 ,Marvel,"84,500"
2011,Green Lantern,64,$2.99 ,DC,"82,600"
2011,Incredible Hulk,2,$3.99 ,Marvel,"81,200"
2011,Batman The Dark Knight,3*,$2.99 ,DC,"79,700"
2011,Aquaman,2,$2.99 ,DC,"79,100"
2011,Superman,3*,$2.99 ,DC,"78,500"
2011,Justice League International,1,$2.99 ,DC,"78,300"
2011,Batman and Robin,3*,$2.99 ,DC,"78,200"
2011,Green Lantern,65,$2.99 ,DC,"78,200"
2011,Justice League Dark,1,$2.99 ,DC,"78,100"
2011,Wonder Woman,2,$2.99 ,DC,"77,500"
2011,Flash,4,$2.99 ,DC,"77,300"
2011,Catwoman,1,$2.99 ,DC,"77,100"
2011,Green Lantern,66,$2.99 ,DC,"76,900"
2011,FF,2,$2.99 ,Marvel,"76,600"
2011,Green Lantern,63,$2.99 ,DC,"76,500"
2011,Batgirl,2,$2.99 ,DC,"76,000"
2011,Action Comics,900,$5.99 ,DC,"75,500"
2011,Batwoman,2,$2.99 ,DC,"75,400"
2011,Fantastic Four,600,$7.99 ,Marvel,"75,400"
2011,Teen Titans,2,$2.99 ,DC,"75,000"
2011,Supergirl,1,$2.99 ,DC,"74,400"
2011,Swamp Thing,1,$2.99 ,DC,"74,200"
2011,Brightest Day,17,$2.99 ,DC,"73,900"
2011,Uncanny X-Men,2,$3.99 ,Marvel,"73,700"
2011,Green Lantern,62,$2.99 ,DC,"73,500"
2011,Amazing Spider-Man,667,$3.99 ,Marvel,"73,500"
2011,Brightest Day,18,$2.99 ,DC,"73,500"
