Publication Year,Comic-book Title,# of Issues,Price,Publisher,Est. Units
2011,Green Lantern New Guardians,2,$2.99 ,DC,"73,400"
2011,Green Lantern,67,$2.99 ,DC,"73,300"
2011,Brightest Day,19,$2.99 ,DC,"72,200"
2011,X-Men Schism,1,$4.99 ,Marvel,"72,100"
2011,Brightest Day,20,$2.99 ,DC,"72,000"
2011,Red Hood and The Outlaws,1,$2.99 ,DC,"71,900"
2011,Fantastic Four,588,$3.99 ,Marvel,"71,900"
2011,Daredevil,1,$3.99 ,Marvel,"71,700"
2011,Godzilla Kingdom of Monsters,1,$3.99 ,IDW,"71,700"
2011,Green Arrow,1,$2.99 ,DC,"71,700"
2011,Brightest Day,24,$4.99 ,DC,"71,600"
2011,Batman The Dark Knight,2,$2.99 ,DC,"71,500"
2011,Nightwing,2,$2.99 ,DC,"71,400"
2011,Brightest Day,23,$2.99 ,DC,"71,200"
2011,Brightest Day,22,$2.99 ,DC,"71,100"
2011,Brightest Day,21,$2.99 ,DC,"71,000"
2011,FF,3,$2.99 ,Marvel,"70,900"
2011,Batman The Dark Knight,4*,$2.99 ,DC,"70,800"
2011,Green Lantern Corps,2,$2.99 ,DC,"69,800"
2011,Fear Itself Book of the Skull,1,$3.99 ,Marvel,"69,400"
2011,Avengers,13,$3.99 ,Marvel,"69,400"
2011,Kick-Ass 2,2,$2.99 ,Marvel,"69,300"
2011,Superman,4*,$2.99 ,DC,"68,900"
2011,Superboy,1,$2.99 ,DC,"68,900"
2011,Ultimate Comics X-Men,1,$3.99 ,Marvel,"68,600"
2011,Batman and Robin,4*,$2.99 ,DC,"68,400"
2011,Spawn,200,$3.99 ,Image,"67,900"
2011,Avengers,11,$3.99 ,Marvel,"67,900"
2011,X-Men,7,$3.99 ,Marvel,"67,700"
2011,Amazing Spider-Man,669,$3.99 ,Marvel,"67,000"
2011,Batman Incorporated,3,$2.99 ,DC,"66,700"
2011,Green Lantern Corps,58,$2.99 ,DC,"66,300"
2011,Wonder Woman,3,$2.99 ,DC,"66,200"
2011,Avengers,9,$3.99 ,Marvel,"66,100"
2011,Venom,1,$3.99 ,Marvel,"65,600"
2011,Batman Incorporated,4,$2.99 ,DC,"65,400"
2011,Animal Man,1,$2.99 ,DC,"65,400"
2011,Avengers,10,$3.99 ,Marvel,"65,300"
2011,Red Lanterns,2,$2.99 ,DC,"65,000"
2011,Avengers,14,$3.99 ,Marvel,"64,900"
2011,FF,4,$2.99 ,Marvel,"64,500"
2011,Aquaman,3*,$2.99 ,DC,"64,400"
2011,Amazing Spider-Man,658,$3.99 ,Marvel,"64,300"
2011,Avengers,12,$3.99 ,Marvel,"64,300"
2011,Green Lantern Corps,59,$2.99 ,DC,"64,100"
2011,Uncanny X-Men,3,$3.99 ,Marvel,"64,100"
2011,Batgirl,3*,$2.99 ,DC,"63,500"
2011,Green Lantern Corps,60,$2.99 ,DC,"63,400"
2011,Birds of Prey,1,$2.99 ,DC,"63,000"
2011,Amazing Spider-Man,657,$3.99 ,Marvel,"62,800"
2011,Avengers,15,$3.99 ,Marvel,"62,600"
2011,War of the Green Lanterns Aftermath,1,$3.99 ,DC,"62,500"
2011,Uncanny X-Men,544,$3.99 ,Marvel,"62,400"
2011,New Avengers,8,$3.99 ,Marvel,"62,400"
2011,Batwoman,3,$2.99 ,DC,"62,300"
2011,Ultimate Comics Ultimates,1,$3.99 ,Marvel,"62,300"
2011,Amazing Spider-Man,656,$3.99 ,Marvel,"62,300"
2011,Avengers,17,$3.99 ,Marvel,"62,100"
2011,Avengers,12.1,$2.99 ,Marvel,"62,000"
2011,Teen Titans,3,$2.99 ,DC,"62,000"
2011,Ultimate Comics Fallout,1,$3.99 ,Marvel,"61,900"
2011,Batman,706,$2.99 ,DC,"61,800"
2011,Batman and Robin,19,$2.99 ,DC,"61,800"
2011,New Avengers,11,$3.99 ,Marvel,"61,800"
2011,Batman Incorporated,5,$2.99 ,DC,"61,800"
2011,Batman Incorporated,6,$2.99 ,DC,"61,700"
2011,Batman and Robin,20,$2.99 ,DC,"61,600"
2011,Ultimate Comics Spider-Man,2,$3.99 ,Marvel,"61,500"
2011,Suicide Squad,1,$2.99 ,DC,"61,500"
2011,Amazing Spider-Man,668,$3.99 ,Marvel,"61,400"
2011,New Avengers,9,$3.99 ,Marvel,"61,200"
2011,Swamp Thing,2,$2.99 ,DC,"61,200"
2011,New Avengers,12,$3.99 ,Marvel,"60,900"
2011,Amazing Spider-Man,659,$3.99 ,Marvel,"60,800"
2011,Green Lantern New Guardians,3,$2.99 ,DC,"60,700"
2011,Fear Itself,7.1,$3.99 ,Marvel,"60,700"
2011,Avenging Spider-Man,2,$3.99 ,Marvel,"60,700"
2011,Avengers,16,$3.99 ,Marvel,"60,600"
2011,Batman and Robin,21,$2.99 ,DC,"60,600"
2011,X-Men Regenesis,1,$3.99 ,Marvel,"60,300"
2011,FF,5,$2.99 ,Marvel,"60,100"
2011,Fear Itself Fearless,1,$2.99 ,Marvel,"60,100"
2011,Amazing Spider-Man,671,$3.99 ,Marvel,"60,000"
2011,New Avengers,10,$3.99 ,Marvel,"60,000"
2011,Amazing Spider-Man,651,$3.99 ,Marvel,"59,800"
2011,Avengers,18,$3.99 ,Marvel,"59,800"
2011,Batman The Dark Knight,3,$2.99 ,DC,"59,700"
2011,Uncanny X-Men,543,$3.99 ,Marvel,"59,700"
2011,Batman,707,$2.99 ,DC,"59,700"
2011,Amazing Spider-Man,661,$3.99 ,Marvel,"59,700"
2011,Batman and Robin,22,$2.99 ,DC,"59,600"
2011,Green Lantern Corps,3*,$2.99 ,DC,"59,100"
2011,New Avengers,14,$3.99 ,Marvel,"59,000"
2011,Amazing Spider-Man,670,$3.99 ,Marvel,"59,000"
2011,Catwoman,2,$2.99 ,DC,"59,000"
2011,X-Men Schism,2,$3.99 ,Marvel,"58,900"
2011,Savage Hawkman,1,$2.99 ,DC,"58,800"
2011,Batman and Robin,23,$2.99 ,DC,"58,800"
2011,Amazing Spider-Man,672,$3.99 ,Marvel,"58,700"
2011,Amazing Spider-Man,660,$3.99 ,Marvel,"58,600"
2011,Aquaman,4*,$2.99 ,DC,"58,500"
2011,Wolverine and X-Men,3,$3.99 ,Marvel,"58,400"
2011,Nightwing,3*,$2.99 ,DC,"58,400"
2011,Invincible Iron Man,500,$4.99 ,Marvel,"58,400"
2011,Green Lantern Emerald Warriors,8,$2.99 ,DC,"58,400"
2011,Fear Itself,7.2,$3.99 ,Marvel,"58,200"
2011,New Avengers,16,$3.99 ,Marvel,"58,200"
2011,Batman The Dark Knight,4,$2.99 ,DC,"58,200"
2011,Amazing Spider-Man,654,$3.99 ,Marvel,"58,100"
2011,Stormwatch,1,$2.99 ,DC,"58,000"
2011,Fear Itself Fearless,2,$2.99 ,Marvel,"57,800"
2011,Uncanny X-Force,12,$3.99 ,Marvel,"57,800"
2011,Uncanny X-Men,541,$3.99 ,Marvel,"57,800"
2011,Uncanny X-Men,540,$3.99 ,Marvel,"57,800"
2011,New Avengers,13,$3.99 ,Marvel,"57,700"
2011,Batman,708,$2.99 ,DC,"57,700"
2011,Wonder Woman,4,$2.99 ,DC,"57,700"
2011,Amazing Spider-Man,674,$3.99 ,Marvel,"57,600"
2011,X-Men Legacy,245,$2.99 ,Marvel,"57,600"
2011,Amazing Spider-Man,665,$3.99 ,Marvel,"57,500"
2011,Flash,12,$2.99 ,DC,"57,500"
2011,Amazing Spider-Man,663,$3.99 ,Marvel,"57,500"
2011,X-Men Schism,5,$3.99 ,Marvel,"57,500"
2011,Amazing Spider-Man,654.1,$2.99 ,Marvel,"57,500"
2011,Uncanny X-Men,535,$3.99 ,Marvel,"57,400"
2011,Justice League International,2,$2.99 ,DC,"57,400"
2011,Captain America,2,$3.99 ,Marvel,"57,300"
2011,Amazing Spider-Man,673,$3.99 ,Marvel,"57,300"
2011,Green Lantern Emerald Warriors,9,$2.99 ,DC,"57,300"
2011,Avengers,20,$3.99 ,Marvel,"57,100"
2011,X-Men Schism,3,$3.99 ,Marvel,"57,000"
2011,Amazing Spider-Man,655,$3.99 ,Marvel,"56,900"
2011,Amazing Spider-Man,662,$3.99 ,Marvel,"56,800"
2011,Avengers,19,$3.99 ,Marvel,"56,800"
2011,Green Lantern Corps,61,$2.99 ,DC,"56,800"
2011,Red Hood and The Outlaws,2,$2.99 ,DC,"56,700"
2011,Supergirl,2,$2.99 ,DC,"56,600"
2011,Justice League Dark,2,$2.99 ,DC,"56,500"
2011,FF,6,$2.99 ,Marvel,"56,500"
2011,Flash,9,$2.99 ,DC,"56,400"
2011,Uncanny X-Force,11,$3.99 ,Marvel,"56,300"
2011,New Avengers,15,$3.99 ,Marvel,"56,300"
2011,Uncanny X-Force,13,$3.99 ,Marvel,"56,200"
2011,New Avengers,17,$3.99 ,Marvel,"56,200"
2011,Batman,709,$2.99 ,DC,"56,200"
2011,Captain America,3,$3.99 ,Marvel,"56,100"
2011,Fury of Firestorm The Nuclear Men,1,$2.99 ,DC,"56,000"
2011,Amazing Spider-Man,664,$3.99 ,Marvel,"55,900"
2011,Uncanny X-Men,534,$3.99 ,Marvel,"55,800"
2011,Kick-Ass 2,3,$2.99 ,Marvel,"55,700"
2011,Uncanny X-Men,542,$3.99 ,Marvel,"55,700"
2011,Ultimate Comics Spider-Man,3,$3.99 ,Marvel,"55,600"
2011,Deathstroke,1,$2.99 ,DC,"55,500"
2011,Uncanny X-Force,15,$3.99 ,Marvel,"55,500"
2011,Batman and Robin,25,$2.99 ,DC,"55,400"
2011,Amazing Spider-Man,652,$3.99 ,Marvel,"55,400"
2011,Uncanny X-Force,19,$3.99 ,Marvel,"55,300"
2011,Green Lantern Emerald Warriors,10,$2.99 ,DC,"55,300"
2011,FF,7,$2.99 ,Marvel,"55,300"
2011,X-Men Schism,4,$3.99 ,Marvel,"55,300"
2011,Flash,11,$2.99 ,DC,"55,200"
2011,Uncanny X-Men,539,$3.99 ,Marvel,"55,200"
2011,Green Lantern Corps,56,$2.99 ,DC,"55,200"
2011,War of the Green Lanterns Aftermath,2,$3.99 ,DC,"55,100"
2011,Batman,710,$2.99 ,DC,"55,100"
2011,Fear Itself,7.3,$3.99 ,Marvel,"55,100"
2011,Red Lanterns,3*,$2.99 ,DC,"55,000"
2011,Flash,10,$2.99 ,DC,"55,000"
2011,Uncanny X-Men,533,$3.99 ,Marvel,"55,000"
2011,Teen Titans,4,$2.99 ,DC,"54,900"
2011,Uncanny X-Force,7,$3.99 ,Marvel,"54,800"
2011,Legion of Super Heroes,1,$2.99 ,DC,"54,800"
2011,Amazing Spider-Man,675,$3.99 ,Marvel,"54,700"
2011,Uncanny X-Men,536,$3.99 ,Marvel,"54,600"
2011,Batman Incorporated,7,$2.99 ,DC,"54,600"
2011,Batman and Robin,24,$2.99 ,DC,"54,600"
2011,Moon Knight,1,$3.99 ,Marvel,"54,500"
2011,New Avengers,18,$3.99 ,Marvel,"54,500"
2011,Mighty Thor,2,$3.99 ,Marvel,"54,400"
2011,Uncanny X-Men,532,$3.99 ,Marvel,"54,400"
2011,Captain America,4,$3.99 ,Marvel,"54,400"
2011,Age of X Alpha,1,$3.99 ,Marvel,"54,300"
2011,Uncanny X-Men,537,$3.99 ,Marvel,"54,300"
2011,Uncanny X-Force,18,$3.99 ,Marvel,"54,300"
2011,Green Lantern Corps,57,$2.99 ,DC,"54,100"
2011,Kick-Ass 2,5,$2.99 ,Marvel,"54,100"
2011,Uncanny X-Men,534,$2.99 ,Marvel,"54,100"
2011,Amazing Spider-Man,676,$3.99 ,Marvel,"54,000"
2011,Batgirl,4*,$2.99 ,DC,"54,000"
2011,Uncanny X-Men,538,$3.99 ,Marvel,"53,900"
2011,Batman,711,$2.99 ,DC,"53,800"
2011,FF,9,$2.99 ,Marvel,"53,800"
2011,X-Men Giant-Size,1,$4.99 ,Marvel,"53,500"
2011,Green Lantern New Guardians,4,$2.99 ,DC,"53,300"
2011,Green Lantern Corps,62,$2.99 ,DC,"53,300"
2011,Uncanny X-Force,14,$3.99 ,Marvel,"53,300"
2011,Ultimate Comics Spider-Man,157,$3.99 ,Marvel,"53,200"
2011,All Star Western,1,$3.99 ,DC,"53,100"
2011,Amazing Spider-Man,653,$3.99 ,Marvel,"53,000"
2011,Secret Avengers,13,$3.99 ,Marvel,"53,000"
2011,Ultimate Avengers Vs New Ultimates,1,$3.99 ,Marvel,"53,000"
2011,New Avengers,19,$3.99 ,Marvel,"52,900"
2011,Batman and Robin,26,$2.99 ,DC,"52,900"
2011,Batman,713,$2.99 ,DC,"52,900"
2011,Justice League of America,55,$2.99 ,DC,"52,800"
2011,Batwoman,4,$2.99 ,DC,"52,800"
2011,New Avengers,16.1,$2.99 ,Marvel,"52,700"
2011,Uncanny X-Force,16,$3.99 ,Marvel,"52,700"
2011,FF,8,$2.99 ,Marvel,"52,700"
2011,Swamp Thing,3,$2.99 ,DC,"52,600"
2011,Batman The Dark Knight,5,$2.99 ,DC,"52,600"
2011,Ultimate Comics Spider-Man,159,$3.99 ,Marvel,"52,600"
2011,Uncanny X-Force,5,$3.99 ,Marvel,"52,600"
2011,X-Men Legacy,247,$2.99 ,Marvel,"52,500"
2011,Captain America and Bucky,620,$2.99 ,Marvel,"52,500"
2011,Kick-Ass 2,4,$2.99 ,Marvel,"52,500"
2011,Uncanny X-Force,5.1,$2.99 ,Marvel,"52,400"
2011,Uncanny X-Force,4,$3.99 ,Marvel,"52,300"
2011,Uncanny X-Force,9,$3.99 ,Marvel,"52,300"
2011,Batman,712,$2.99 ,DC,"52,200"
2011,Secret Avengers,11,$3.99 ,Marvel,"52,100"
2011,Batwing,1,$2.99 ,DC,"52,000"
2011,Uncanny X-Force,6,$3.99 ,Marvel,"52,000"
2011,New Avengers Annual,1,$4.99 ,Marvel,"51,900"
2011,X-Men,9,$3.99 ,Marvel,"51,900"
2011,Demon Knights,1,$2.99 ,DC,"51,700"
2011,Nightwing,4*,$2.99 ,DC,"51,700"
2011,Ultimate Comics Spider-Man,4,$3.99 ,Marvel,"51,600"
2011,Brightest Day Aftermath The Search,1,$2.99 ,DC,"51,600"
2011,Secret Avengers,9,$3.99 ,Marvel,"51,500"
2011,Green Lantern Corps,4*,$2.99 ,DC,"51,500"
2011,Uncanny X-Force,10,$3.99 ,Marvel,"51,500"
2011,Uncanny X-Force,8,$3.99 ,Marvel,"51,400"
2011,Batman Incorporated,8,$2.99 ,DC,"51,400"
2011,Animal Man,2,$2.99 ,DC,"51,400"
2011,X-Men,10,$3.99 ,Marvel,"51,300"
2011,Uncanny X-Force,17,$3.99 ,Marvel,"51,300"
2011,Mighty Thor,3,$3.99 ,Marvel,"51,300"
2011,Legion Lost,1,$2.99 ,DC,"51,300"
2011,Fantastic Four,601,$2.99 ,Marvel,"51,100"
2011,Secret Avengers,12,$3.99 ,Marvel,"51,000"
2011,Superboy,2,$2.99 ,DC,"50,900"
2011,Green Lantern Corps,63,$2.99 ,DC,"50,800"
2011,DC Universe Presents,1,$2.99 ,DC,"50,500"
2011,Secret Avengers,14,$3.99 ,Marvel,"50,400"
2011,Secret Avengers,10,$3.99 ,Marvel,"50,400"
2011,Green Arrow,2,$2.99 ,DC,"50,300"
2011,X-Men Legacy,246,$2.99 ,Marvel,"50,200"
2011,Flashpoint Batman Knight of Vengeance,1,$2.99 ,DC,"50,200"
2011,X-Men,8,$3.99 ,Marvel,"50,000"
2011,FF,10,$2.99 ,Marvel,"49,900"
2011,FF,12,$2.99 ,Marvel,"49,700"
2011,Ultimate Comics Spider-Man,158,$3.99 ,Marvel,"49,600"
2011,Ultimate Comics Spider-Man,156,$3.99 ,Marvel,"49,500"
2011,Frankenstein Agent of Shade,1,$2.99 ,DC,"49,200"
2011,Justice League International,3*,$2.99 ,DC,"49,200"
2011,Grifter,1,$2.99 ,DC,"49,200"
2011,Green Lantern Emerald Warriors,11,$2.99 ,DC,"49,100"
2011,FF,11,$2.99 ,Marvel,"48,900"
2011,Ultimate Comics Fallout,2,$3.99 ,Marvel,"48,800"
2011,Wolverine,7,$3.99 ,Marvel,"48,700"
2011,Blue Beetle,1,$2.99 ,DC,"48,500"
2011,Ultimate Comics Spider-Man,5,$3.99 ,Marvel,"48,300"
2011,Secret Avengers,16,$3.99 ,Marvel,"48,300"
2011,Justice League of America,53,$2.99 ,DC,"48,100"
2011,Stormwatch,2,$2.99 ,DC,"48,000"
2011,Ultimate Comics Spider-Man,154,$3.99 ,Marvel,"48,000"
2011,Justice League of America,54,$2.99 ,DC,"47,900"
2011,Ultimate Comics Fallout,3,$3.99 ,Marvel,"47,800"
2011,Justice League of America,56,$2.99 ,DC,"47,800"
2011,Captain America,6,$3.99 ,Marvel,"47,800"
2011,Resurrection Man,1,$2.99 ,DC,"47,700"
2011,Punisher,1,$3.99 ,Marvel,"47,700"
2011,Ultimate Avengers Vs New Ultimates,2,$3.99 ,Marvel,"47,700"
2011,Catwoman,3*,$2.99 ,DC,"47,600"
2011,Wolverine,8,$3.99 ,Marvel,"47,600"
2011,Invincible Iron Man,503,$3.99 ,Marvel,"47,600"
2011,Ultimate Comics Spider-Man,153,$3.99 ,Marvel,"47,400"
2011,Wolverine,5,$3.99 ,Marvel,"47,400"
2011,Mighty Thor,4,$3.99 ,Marvel,"47,400"
2011,Ultimate Comics Spider-Man,155,$3.99 ,Marvel,"47,400"
2011,Alpha Flight,1,$3.99 ,Marvel,"47,300"
2011,Captain America,5,$3.99 ,Marvel,"47,300"
2011,Journey Into Mystery,622,$3.99 ,Marvel,"47,300"
2011,Secret Avengers,15,$3.99 ,Marvel,"47,200"
2011,Secret Avengers,12.1,$2.99 ,Marvel,"47,200"
2011,Justice League of America,57,$2.99 ,DC,"47,100"
2011,Ultimate Comics Ultimates,2,$3.99 ,Marvel,"47,100"
2011,Justice League Dark,3*,$2.99 ,DC,"47,000"
2011,Wolverine,6,$3.99 ,Marvel,"46,900"
2011,Captain Atom,1,$2.99 ,DC,"46,900"
2011,X-Men,11,$3.99 ,Marvel,"46,900"
2011,Ultimate Avengers Vs New Ultimates,3,$3.99 ,Marvel,"46,900"
2011,Captain America,616,$4.99 ,Marvel,"46,700"
2011,X-Men Legacy,248,$2.99 ,Marvel,"46,600"
2011,Venom,2,$2.99 ,Marvel,"46,500"
2011,Incredible Hulk,3,$3.99 ,Marvel,"46,400"
2011,Green Lantern Emerald Warriors,7,$2.99 ,DC,"46,300"
2011,Captain America,617,$3.99 ,Marvel,"46,200"
2011,Ultimate Comics X-Men,2,$3.99 ,Marvel,"46,200"
2011,Mighty Thor,6,$3.99 ,Marvel,"46,200"
2011,Daredevil,2,$2.99 ,Marvel,"46,100"
2011,X-Men,12,$3.99 ,Marvel,"46,100"
2011,Supergirl,3*,$2.99 ,DC,"46,100"
2011,Action Comics,901,$2.99 ,DC,"46,100"
2011,X-Men Legacy,249,$2.99 ,Marvel,"46,000"
2011,Red Hood and The Outlaws,3*,$2.99 ,DC,"45,700"
2011,X-Men,14,$3.99 ,Marvel,"45,700"
2011,Invincible Iron Man,504,$3.99 ,Marvel,"45,700"
2011,Wolverine,9,$3.99 ,Marvel,"45,600"
2011,Mighty Thor,5,$3.99 ,Marvel,"45,500"
2011,Secret Avengers,17,$3.99 ,Marvel,"45,500"
2011,Captain America,619,$3.99 ,Marvel,"45,400"
2011,Kick-Ass 2,6,$2.99 ,Marvel,"45,400"
2011,Captain America,618,$3.99 ,Marvel,"45,400"
2011,Wolverine,5.1,$2.99 ,Marvel,"45,400"
2011,X-Men Legacy,250,$4.99 ,Marvel,"45,300"
2011,X-Men,13,$3.99 ,Marvel,"45,300"
2011,Red Lanterns,4*,$2.99 ,DC,"45,200"
2011,Astonishing X-Men,36,$3.99 ,Marvel,"45,100"
2011,Hawk and Dove,1,$2.99 ,DC,"45,000"
2011,FF,13,$2.99 ,Marvel,"45,000"
2011,Ultimate Avengers Vs New Ultimates,4,$3.99 ,Marvel,"44,800"
2011,Teenage Mutant Ninja Turtles Ongoing,1,$3.99 ,IDW,"44,800"
2011,Batman Arkham City,1,$2.99 ,DC,"44,800"
2011,Animal Man,3*,$2.99 ,DC,"44,800"
2011,Green Lantern Emerald Warriors,6,$2.99 ,DC,"44,700"
2011,Swamp Thing,4,$2.99 ,DC,"44,700"
2011,Green Lantern Emerald Warriors,12,$2.99 ,DC,"44,500"
2011,Captain America,615.1,$2.99 ,Marvel,"44,400"
2011,Mighty Thor,7,$3.99 ,Marvel,"44,400"
2011,X-Men,17,$3.99 ,Marvel,"44,400"
2011,Suicide Squad,2,$2.99 ,DC,"44,300"
2011,X-Men,16,$3.99 ,Marvel,"44,300"
2011,Invincible Iron Man,502,$3.99 ,Marvel,"44,200"
2011,I Vampire,1,$2.99 ,DC,"44,200"
2011,Flashpoint Abin Sur The Green Lantern,1,$2.99 ,DC,"44,200"
2011,Buffy the Vampire Slayer Season 9 Freefall,1,$2.99 ,Dark Horse,"44,100"
2011,Justice League of America,58,$2.99 ,DC,"44,000"
2011,X-Men Legacy,251,$2.99 ,Marvel,"43,800"
2011,Mister Terrific,1,$2.99 ,DC,"43,800"
2011,Voodoo,1,$2.99 ,DC,"43,800"
2011,X-Men,15,$3.99 ,Marvel,"43,700"
2011,Birds of Prey,2,$2.99 ,DC,"43,700"
2011,Secret Avengers,18,$3.99 ,Marvel,"43,600"
2011,Thor,619,$3.99 ,Marvel,"43,600"
2011,Ultimate Avengers Vs New Ultimates,5,$3.99 ,Marvel,"43,600"
2011,X-Men,20,$3.99 ,Marvel,"43,500"
2011,Flashpoint Batman Knight of Vengeance,2,$2.99 ,DC,"43,400"
2011,Invincible Iron Man,500.1,$2.99 ,Marvel,"43,300"
2011,Invincible Iron Man,505,$3.99 ,Marvel,"43,200"
2011,Ultimate Avengers Vs New Ultimates,6,$3.99 ,Marvel,"43,100"
2011,Daredevil,4,$2.99 ,Marvel,"43,100"
2011,X-Men Legacy,259,$2.99 ,Marvel,"43,100"
2011,Justice League of America,60,$2.99 ,DC,"43,100"
2011,Venom,3,$2.99 ,Marvel,"43,100"
2011,Batman Incorporated Leviathan Strikes,1,$6.99 ,DC,"43,000"
2011,Thor,621,$3.99 ,Marvel,"43,000"
2011,Superboy,3*,$2.99 ,DC,"42,900"
2011,Captain America,614,$3.99 ,Marvel,"42,900"
2011,Thor,620,$3.99 ,Marvel,"42,900"
2011,Wolverine,10,$3.99 ,Marvel,"42,800"
2011,Captain America,615,$3.99 ,Marvel,"42,700"
2011,Punisher,2,$2.99 ,Marvel,"42,700"
2011,Action Comics,902,$2.99 ,DC,"42,700"
2011,Amazing Spider-Man Annual,38,$3.99 ,Marvel,"42,600"
2011,Thor,620.1,$2.99 ,Marvel,"42,600"
2011,Justice League of America,59,$2.99 ,DC,"42,600"
2011,Ghost Rider,1,$3.99 ,Marvel,"42,500"
2011,Wolverine,12,$3.99 ,Marvel,"42,500"
2011,X-Men,18,$3.99 ,Marvel,"42,500"
2011,Green Arrow,3*,$2.99 ,DC,"42,300"
2011,Wolverine,11,$3.99 ,Marvel,"42,300"
2011,Daredevil,3,$2.99 ,Marvel,"42,300"
2011,Ultimate Comics Fallout,5,$3.99 ,Marvel,"42,200"
2011,Invincible Iron Man,508,$3.99 ,Marvel,"42,000"
2011,Brightest Day Aftermath Search For Swamp Thing,2,$2.99 ,DC,"41,900"
2011,Invincible Iron Man,506,$3.99 ,Marvel,"41,900"
2011,Invincible Iron Man,501 DJURDJEVIC VAR,$3.99 ,Marvel,"41,900"
2011,X-Men Legacy,252,$2.99 ,Marvel,"41,700"
2011,Uncanny X-Men Annual,3,$3.99 ,Marvel,"41,600"
2011,Superman,707,$2.99 ,DC,"41,600"
2011,New Mutants,22,$2.99 ,Marvel,"41,600"
2011,Secret Avengers,19,$3.99 ,Marvel,"41,500"
2011,Ultimate Comics Ultimates,3,$3.99 ,Marvel,"41,400"
2011,Green Lantern Emerald Warriors,13,$2.99 ,DC,"41,300"
2011,Detective Comics,876,$2.99 ,DC,"41,200"
2011,Flashpoint Batman Knight of Vengeance,3,$2.99 ,DC,"41,200"
2011,Buffy Vampire Slayer,40,$2.99 ,Dark Horse,"41,200"
2011,Mighty Thor,8,$3.99 ,Marvel,"41,000"
2011,Detective Comics,874,$2.99 ,DC,"41,000"
2011,X-Men Legacy,244,$2.99 ,Marvel,"41,000"
2011,Catwoman,4*,$2.99 ,DC,"41,000"
2011,Journey Into Mystery,623,$2.99 ,Marvel,"41,000"
2011,Superman,708,$2.99 ,DC,"41,000"
2011,X-Men,19,$3.99 ,Marvel,"41,000"
2011,Flashpoint Hal Jordan,1,$2.99 ,DC,"41,000"
2011,Flashpoint Project Superman,1,$2.99 ,DC,"40,900"
2011,Detective Comics,875,$2.99 ,DC,"40,900"
2011,Detective Comics,873,$2.99 ,DC,"40,900"
2011,New Mutants,23,$2.99 ,Marvel,"40,900"
2011,Static Shock,1,$2.99 ,DC,"40,900"
2011,Detective Comics,877,$2.99 ,DC,"40,700"
2011,Venom,4,$2.99 ,Marvel,"40,700"
2011,Ultimate Comics Fallout,6,$3.99 ,Marvel,"40,700"
2011,X-Men Legacy,253,$2.99 ,Marvel,"40,600"
2011,Fear Itself Uncanny X-Force,1,$2.99 ,Marvel,"40,500"
2011,Invincible Iron Man,507,$3.99 ,Marvel,"40,500"
2011,Blackhawks,1,$2.99 ,DC,"40,400"
2011,Kirby Genesis,0,$1.00 ,Dynamite,"40,400"
2011,Detective Comics,881,$3.99 ,DC,"40,300"
2011,X-Men Legacy,254,$2.99 ,Marvel,"40,300"
2011,Justice League Dark,4*,$2.99 ,DC,"40,300"
2011,Superman,709,$2.99 ,DC,"40,300"
2011,Wolverine,18,$3.99 ,Marvel,"40,200"
2011,Superman,710,$2.99 ,DC,"40,200"
2011,Omac,1,$2.99 ,DC,"40,200"
2011,Wolverine,17,$3.99 ,Marvel,"40,100"
2011,X-Men,21,$3.99 ,Marvel,"40,100"
2011,Daredevil,5,$2.99 ,Marvel,"40,100"
2011,Detective Comics,880,$2.99 ,DC,"40,000"
2011,Detective Comics,878,$2.99 ,DC,"40,000"
2011,Detective Comics,879,$2.99 ,DC,"39,900"
2011,Red Hood and The Outlaws,4*,$2.99 ,DC,"39,900"
2011,Ultimate Comics X-Men,3,$3.99 ,Marvel,"39,800"
2011,Supergirl,4*,$2.99 ,DC,"39,800"
2011,Ultimate Comics Ultimates,4,$3.99 ,Marvel,"39,700"
2011,Justice League International,4*,$2.99 ,DC,"39,700"
2011,X-Men Legacy,255,$2.99 ,Marvel,"39,400"
2011,Savage Hawkman,2,$2.99 ,DC,"39,400"
2011,Incredible Hulks,635,$3.99 ,Marvel,"39,400"
2011,Stormwatch,3,$2.99 ,DC,"39,400"
2011,Ultimate Comics Hawkeye,1,$3.99 ,Marvel,"39,400"
2011,Men of War,1,$3.99 ,DC,"39,300"
2011,Wolverine,13,$3.99 ,Marvel,"39,300"
2011,Action Comics,903,$2.99 ,DC,"39,300"
2011,Wolverine,14,$3.99 ,Marvel,"39,300"
2011,Invincible Iron Man,509,$3.99 ,Marvel,"39,200"
2011,X-Men,22,$3.99 ,Marvel,"39,100"
2011,X-Men Legacy,256,$2.99 ,Marvel,"39,100"
2011,New Mutants,24,$2.99 ,Marvel,"39,000"
2011,Ultimate Comics New Ultimates,5,$3.99 ,Marvel,"39,000"
2011,Herc,1,$3.99 ,Marvel,"38,900"
2011,Daredevil,7,$2.99 ,Marvel,"38,800"
2011,Action Comics,904,$2.99 ,DC,"38,800"
2011,Astonishing X-Men,37,$3.99 ,Marvel,"38,800"
2011,Superman,711,$2.99 ,DC,"38,800"
2011,Avengers Prime,5,$3.99 ,Marvel,"38,800"
2011,Legion Secret Origin,1,$2.99 ,DC,"38,700"
2011,X-Men Legacy,257,$2.99 ,Marvel,"38,600"
